Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
27	:	1757866100.132	     3.929	0	0	1	0	run_single_attr_job 27 avg_nodes avg_nodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_3296-run:v18 Jaco LiftBall scale 4 0.8248 3296
28	:	1757866100.696	     4.033	0	0	1	0	run_single_attr_job 28 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Jaco LiftCylinder scale 4 0.8248 1409
29	:	1757866101.307	     3.880	0	0	1	0	run_single_attr_job 29 avg_nodes avg_nodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_2008-run:v18 Jaco LiftCylinder scale 4 0.8248 2008
30	:	1757866102.106	     3.317	0	0	1	0	run_single_attr_job 30 avg_nodes avg_nodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_3296-run:v18 Jaco LiftCylinder scale 4 0.8248 3296
32	:	1757866103.541	     3.709	0	0	1	0	run_single_attr_job 32 avg_nodes avg_nodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_2008-run:v18 Kinova3 LiftBall scale 4 0.8248 2008
31	:	1757866103.328	     4.171	0	0	1	0	run_single_attr_job 31 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Kinova3 LiftBall scale 4 0.8248 1409
33	:	1757866104.072	     3.819	0	0	1	0	run_single_attr_job 33 avg_nodes avg_nodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_3296-run:v18 Kinova3 LiftBall scale 4 0.8248 3296
34	:	1757866104.738	     3.759	0	0	1	0	run_single_attr_job 34 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Kinova3 LiftCylinder scale 4 0.8248 1409
35	:	1757866105.197	     3.496	0	0	1	0	run_single_attr_job 35 avg_nodes avg_nodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_2008-run:v18 Kinova3 LiftCylinder scale 4 0.8248 2008
36	:	1757866105.432	     4.120	0	0	1	0	run_single_attr_job 36 avg_nodes avg_nodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_3296-run:v18 Kinova3 LiftCylinder scale 4 0.8248 3296
38	:	1757866107.510	     3.474	0	0	1	0	run_single_attr_job 38 avg_nodes avg_nodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_2008-run:v18 Jaco LiftBall scale 3 1.1789 2008
37	:	1757866107.259	     3.756	0	0	1	0	run_single_attr_job 37 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Jaco LiftBall scale 3 1.1789 1409
39	:	1757866107.902	     3.500	0	0	1	0	run_single_attr_job 39 avg_nodes avg_nodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_3296-run:v18 Jaco LiftBall scale 3 1.1789 3296
41	:	1757866108.705	     3.853	0	0	1	0	run_single_attr_job 41 avg_nodes avg_nodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_2008-run:v18 Jaco LiftCylinder scale 3 1.1789 2008
40	:	1757866108.511	     4.226	0	0	1	0	run_single_attr_job 40 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Jaco LiftCylinder scale 3 1.1789 1409
42	:	1757866109.609	     3.829	0	0	1	0	run_single_attr_job 42 avg_nodes avg_nodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_3296-run:v18 Jaco LiftCylinder scale 3 1.1789 3296
43	:	1757866110.996	     3.371	0	0	1	0	run_single_attr_job 43 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Kinova3 LiftBall scale 3 1.1789 1409
44	:	1757866111.026	     3.410	0	0	1	0	run_single_attr_job 44 avg_nodes avg_nodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_2008-run:v18 Kinova3 LiftBall scale 3 1.1789 2008
45	:	1757866111.411	     3.914	0	0	1	0	run_single_attr_job 45 avg_nodes avg_nodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_3296-run:v18 Kinova3 LiftBall scale 3 1.1789 3296
46	:	1757866112.567	     3.618	0	0	1	0	run_single_attr_job 46 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Kinova3 LiftCylinder scale 3 1.1789 1409
47	:	1757866112.748	     3.801	0	0	1	0	run_single_attr_job 47 avg_nodes avg_nodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_2008-run:v18 Kinova3 LiftCylinder scale 3 1.1789 2008
48	:	1757866113.448	     3.669	0	0	1	0	run_single_attr_job 48 avg_nodes avg_nodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_3296-run:v18 Kinova3 LiftCylinder scale 3 1.1789 3296
49	:	1757866114.377	     3.174	0	0	1	0	run_single_attr_job 49 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Jaco LiftBall scale 2 1.2856 1409
50	:	1757866114.445	     3.657	0	0	1	0	run_single_attr_job 50 avg_nodes avg_nodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_2008-run:v18 Jaco LiftBall scale 2 1.2856 2008
51	:	1757866115.360	     2.929	0	0	1	0	run_single_attr_job 51 avg_nodes avg_nodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_3296-run:v18 Jaco LiftBall scale 2 1.2856 3296
52	:	1757866116.196	     3.404	0	0	1	0	run_single_attr_job 52 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Jaco LiftCylinder scale 2 1.2856 1409
53	:	1757866116.561	     3.424	0	0	1	0	run_single_attr_job 53 avg_nodes avg_nodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_2008-run:v18 Jaco LiftCylinder scale 2 1.2856 2008
54	:	1757866117.127	     3.838	0	0	1	0	run_single_attr_job 54 avg_nodes avg_nodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_3296-run:v18 Jaco LiftCylinder scale 2 1.2856 3296
55	:	1757866117.561	     3.733	0	0	1	0	run_single_attr_job 55 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Kinova3 LiftBall scale 2 1.2856 1409
56	:	1757866118.177	     3.937	0	0	1	0	run_single_attr_job 56 avg_nodes avg_nodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_2008-run:v18 Kinova3 LiftBall scale 2 1.2856 2008
57	:	1757866118.300	     3.825	0	0	1	0	run_single_attr_job 57 avg_nodes avg_nodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_3296-run:v18 Kinova3 LiftBall scale 2 1.2856 3296
58	:	1757866119.610	     3.559	0	0	1	0	run_single_attr_job 58 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Kinova3 LiftCylinder scale 2 1.2856 1409
59	:	1757866119.994	     3.693	0	0	1	0	run_single_attr_job 59 avg_nodes avg_nodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_2008-run:v18 Kinova3 LiftCylinder scale 2 1.2856 2008
60	:	1757866120.976	     3.556	0	0	1	0	run_single_attr_job 60 avg_nodes avg_nodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_3296-run:v18 Kinova3 LiftCylinder scale 2 1.2856 3296
61	:	1757866121.305	     3.794	0	0	1	0	run_single_attr_job 61 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Jaco LiftBall scale 1 1.4606 1409
63	:	1757866122.134	     3.704	0	0	1	0	run_single_attr_job 63 avg_nodes avg_nodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_3296-run:v18 Jaco LiftBall scale 1 1.4606 3296
62	:	1757866122.124	     3.848	0	0	1	0	run_single_attr_job 62 avg_nodes avg_nodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_2008-run:v18 Jaco LiftBall scale 1 1.4606 2008
64	:	1757866123.221	     4.085	0	0	1	0	run_single_attr_job 64 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Jaco LiftCylinder scale 1 1.4606 1409
65	:	1757866123.698	     4.046	0	0	1	0	run_single_attr_job 65 avg_nodes avg_nodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_2008-run:v18 Jaco LiftCylinder scale 1 1.4606 2008
66	:	1757866124.617	     3.472	0	0	1	0	run_single_attr_job 66 avg_nodes avg_nodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_3296-run:v18 Jaco LiftCylinder scale 1 1.4606 3296
67	:	1757866125.110	     3.643	0	0	1	0	run_single_attr_job 67 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Kinova3 LiftBall scale 1 1.4606 1409
68	:	1757866125.849	     3.342	0	0	1	0	run_single_attr_job 68 avg_nodes avg_nodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_2008-run:v18 Kinova3 LiftBall scale 1 1.4606 2008
69	:	1757866125.985	     3.802	0	0	1	0	run_single_attr_job 69 avg_nodes avg_nodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_3296-run:v18 Kinova3 LiftBall scale 1 1.4606 3296
70	:	1757866127.318	     3.340	0	0	1	0	run_single_attr_job 70 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Kinova3 LiftCylinder scale 1 1.4606 1409
71	:	1757866127.753	     3.346	0	0	1	0	run_single_attr_job 71 avg_nodes avg_nodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_2008-run:v18 Kinova3 LiftCylinder scale 1 1.4606 2008
72	:	1757866128.099	     3.578	0	0	1	0	run_single_attr_job 72 avg_nodes avg_nodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_3296-run:v18 Kinova3 LiftCylinder scale 1 1.4606 3296
74	:	1757866129.201	     3.276	0	0	1	0	run_single_attr_job 74 avg_nodes avg_nodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_2008-run:v18 Jaco LiftBall scale 0 0.9996 2008
73	:	1757866128.764	     3.723	0	0	1	0	run_single_attr_job 73 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Jaco LiftBall scale 0 0.9996 1409
75	:	1757866129.797	     3.380	0	0	1	0	run_single_attr_job 75 avg_nodes avg_nodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_3296-run:v18 Jaco LiftBall scale 0 0.9996 3296
76	:	1757866130.670	     3.119	0	0	1	0	run_single_attr_job 76 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Jaco LiftCylinder scale 0 0.9996 1409
77	:	1757866131.111	     3.707	0	0	1	0	run_single_attr_job 77 avg_nodes avg_nodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_2008-run:v18 Jaco LiftCylinder scale 0 0.9996 2008
78	:	1757866131.686	     4.053	0	0	1	0	run_single_attr_job 78 avg_nodes avg_nodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_3296-run:v18 Jaco LiftCylinder scale 0 0.9996 3296
79	:	1757866132.487	     3.528	0	0	1	0	run_single_attr_job 79 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Kinova3 LiftBall scale 0 0.9996 1409
80	:	1757866132.497	     3.529	0	0	1	0	run_single_attr_job 80 avg_nodes avg_nodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_2008-run:v18 Kinova3 LiftBall scale 0 0.9996 2008
82	:	1757866133.801	     3.069	0	0	1	0	run_single_attr_job 82 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Kinova3 LiftCylinder scale 0 0.9996 1409
81	:	1757866133.205	     3.846	0	0	1	0	run_single_attr_job 81 avg_nodes avg_nodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_3296-run:v18 Kinova3 LiftBall scale 0 0.9996 3296
83	:	1757866134.829	     3.499	0	0	1	0	run_single_attr_job 83 avg_nodes avg_nodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_2008-run:v18 Kinova3 LiftCylinder scale 0 0.9996 2008
85	:	1757866136.025	     3.484	0	0	1	0	run_single_attr_job 85 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Jaco LiftBall density 6 2000.00 1409
84	:	1757866135.749	     3.809	0	0	1	0	run_single_attr_job 84 avg_nodes avg_nodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_3296-run:v18 Kinova3 LiftCylinder scale 0 0.9996 3296
86	:	1757866136.035	     3.536	0	0	1	0	run_single_attr_job 86 avg_nodes avg_nodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_2008-run:v18 Jaco LiftBall density 6 2000.00 2008
87	:	1757866136.894	     3.335	0	0	1	0	run_single_attr_job 87 avg_nodes avg_nodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_3296-run:v18 Jaco LiftBall density 6 2000.00 3296
88	:	1757866137.063	     3.772	0	0	1	0	run_single_attr_job 88 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Jaco LiftCylinder density 6 2000.00 1409
89	:	1757866138.338	     3.789	0	0	1	0	run_single_attr_job 89 avg_nodes avg_nodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_2008-run:v18 Jaco LiftCylinder density 6 2000.00 2008
90	:	1757866139.519	     3.733	0	0	1	0	run_single_attr_job 90 avg_nodes avg_nodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_3296-run:v18 Jaco LiftCylinder density 6 2000.00 3296
91	:	1757866139.571	     4.059	0	0	1	0	run_single_attr_job 91 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Kinova3 LiftBall density 6 2000.00 1409
93	:	1757866140.240	     3.400	0	0	1	0	run_single_attr_job 93 avg_nodes avg_nodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_3296-run:v18 Kinova3 LiftBall density 6 2000.00 3296
92	:	1757866139.582	     4.098	0	0	1	0	run_single_attr_job 92 avg_nodes avg_nodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_2008-run:v18 Kinova3 LiftBall density 6 2000.00 2008
94	:	1757866140.845	     3.898	0	0	1	0	run_single_attr_job 94 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Kinova3 LiftCylinder density 6 2000.00 1409
95	:	1757866142.137	     3.589	0	0	1	0	run_single_attr_job 95 avg_nodes avg_nodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_2008-run:v18 Kinova3 LiftCylinder density 6 2000.00 2008
96	:	1757866143.263	     3.453	0	0	1	0	run_single_attr_job 96 avg_nodes avg_nodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_3296-run:v18 Kinova3 LiftCylinder density 6 2000.00 3296
97	:	1757866143.640	     3.750	0	0	1	0	run_single_attr_job 97 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Jaco LiftBall density 5 100.00 1409
98	:	1757866143.649	     3.934	0	0	1	0	run_single_attr_job 98 avg_nodes avg_nodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_2008-run:v18 Jaco LiftBall density 5 100.00 2008
99	:	1757866143.690	     4.014	0	0	1	0	run_single_attr_job 99 avg_nodes avg_nodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_3296-run:v18 Jaco LiftBall density 5 100.00 3296
100	:	1757866144.781	     3.295	0	0	1	0	run_single_attr_job 100 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Jaco LiftCylinder density 5 100.00 1409
101	:	1757866145.736	     3.616	0	0	1	0	run_single_attr_job 101 avg_nodes avg_nodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_2008-run:v18 Jaco LiftCylinder density 5 100.00 2008
102	:	1757866146.726	     3.641	0	0	1	0	run_single_attr_job 102 avg_nodes avg_nodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_3296-run:v18 Jaco LiftCylinder density 5 100.00 3296
103	:	1757866147.453	     3.385	0	0	1	0	run_single_attr_job 103 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Kinova3 LiftBall density 5 100.00 1409
105	:	1757866147.715	     3.532	0	0	1	0	run_single_attr_job 105 avg_nodes avg_nodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_3296-run:v18 Kinova3 LiftBall density 5 100.00 3296
104	:	1757866147.593	     3.976	0	0	1	0	run_single_attr_job 104 avg_nodes avg_nodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_2008-run:v18 Kinova3 LiftBall density 5 100.00 2008
106	:	1757866148.086	     3.748	0	0	1	0	run_single_attr_job 106 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Kinova3 LiftCylinder density 5 100.00 1409
107	:	1757866149.363	     3.616	0	0	1	0	run_single_attr_job 107 avg_nodes avg_nodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_2008-run:v18 Kinova3 LiftCylinder density 5 100.00 2008
108	:	1757866150.378	     3.424	0	0	1	0	run_single_attr_job 108 avg_nodes avg_nodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_3296-run:v18 Kinova3 LiftCylinder density 5 100.00 3296
109	:	1757866150.849	     3.607	0	0	1	0	run_single_attr_job 109 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Jaco LiftBall density 4 937.27 1409
110	:	1757866151.258	     3.542	0	0	1	0	run_single_attr_job 110 avg_nodes avg_nodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_2008-run:v18 Jaco LiftBall density 4 937.27 2008
112	:	1757866151.844	     3.349	0	0	1	0	run_single_attr_job 112 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Jaco LiftCylinder density 4 937.27 1409
111	:	1757866151.624	     3.675	0	0	1	0	run_single_attr_job 111 avg_nodes avg_nodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_3296-run:v18 Jaco LiftBall density 4 937.27 3296
113	:	1757866152.989	     3.264	0	0	1	0	run_single_attr_job 113 avg_nodes avg_nodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_2008-run:v18 Jaco LiftCylinder density 4 937.27 2008
114	:	1757866153.811	     3.741	0	0	1	0	run_single_attr_job 114 avg_nodes avg_nodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_3296-run:v18 Jaco LiftCylinder density 4 937.27 3296
115	:	1757866154.467	     3.555	0	0	1	0	run_single_attr_job 115 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Kinova3 LiftBall density 4 937.27 1409
116	:	1757866154.811	     3.483	0	0	1	0	run_single_attr_job 116 avg_nodes avg_nodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_2008-run:v18 Kinova3 LiftBall density 4 937.27 2008
118	:	1757866155.345	     3.447	0	0	1	0	run_single_attr_job 118 avg_nodes avg_nodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_avg_nodes_1409-run:v19 Kinova3 LiftCylinder density 4 937.27 1409
