Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
19	:	1757919696.425	    42.529	0	0	0	0	run_single_attr_job 19 allnodes allnodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_1409-run:v9 Jaco DoorScalableHandle scale 6 0.7465 1409
20	:	1757919696.797	    42.610	0	0	0	0	run_single_attr_job 20 allnodes allnodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_2008-run:v9 Jaco DoorScalableHandle scale 6 0.7465 2008
21	:	1757919696.921	    43.178	0	0	0	0	run_single_attr_job 21 allnodes allnodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_3296-run:v9 Jaco DoorScalableHandle scale 6 0.7465 3296
26	:	1757919698.750	    41.516	0	0	0	0	run_single_attr_job 26 allnodes allnodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_2008-run:v9 Jaco DoorScalableHandle scale 5 0.8248 2008
18	:	1757919696.373	    44.213	0	0	0	0	run_single_attr_job 18 allnodes allnodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_3296-run:v9 Kinova3 DoorScalableHandle scale 7 1.3929 3296
25	:	1757919698.556	    42.101	0	0	0	0	run_single_attr_job 25 allnodes allnodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_1409-run:v9 Jaco DoorScalableHandle scale 5 0.8248 1409
32	:	1757919700.961	    40.331	0	0	0	0	run_single_attr_job 32 allnodes allnodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_2008-run:v9 Jaco DoorScalableHandle scale 4 0.8248 2008
22	:	1757919697.026	    44.657	0	0	0	0	run_single_attr_job 22 allnodes allnodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_1409-run:v9 Kinova3 DoorScalableHandle scale 6 0.7465 1409
17	:	1757919696.153	    45.581	0	0	0	0	run_single_attr_job 17 allnodes allnodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_2008-run:v9 Kinova3 DoorScalableHandle scale 7 1.3929 2008
27	:	1757919699.901	    41.990	0	0	0	0	run_single_attr_job 27 allnodes allnodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_3296-run:v9 Jaco DoorScalableHandle scale 5 0.8248 3296
23	:	1757919697.134	    45.134	0	0	0	0	run_single_attr_job 23 allnodes allnodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_2008-run:v9 Kinova3 DoorScalableHandle scale 6 0.7465 2008
31	:	1757919700.730	    41.578	0	0	0	0	run_single_attr_job 31 allnodes allnodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_1409-run:v9 Jaco DoorScalableHandle scale 4 0.8248 1409
24	:	1757919697.311	    45.573	0	0	0	0	run_single_attr_job 24 allnodes allnodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_3296-run:v9 Kinova3 DoorScalableHandle scale 6 0.7465 3296
28	:	1757919699.946	    44.266	0	0	0	0	run_single_attr_job 28 allnodes allnodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_1409-run:v9 Kinova3 DoorScalableHandle scale 5 0.8248 1409
30	:	1757919700.050	    44.565	0	0	0	0	run_single_attr_job 30 allnodes allnodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_3296-run:v9 Kinova3 DoorScalableHandle scale 5 0.8248 3296
29	:	1757919699.994	    45.696	0	0	0	0	run_single_attr_job 29 allnodes allnodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_2008-run:v9 Kinova3 DoorScalableHandle scale 5 0.8248 2008
33	:	1757919738.965	    40.236	0	0	0	0	run_single_attr_job 33 allnodes allnodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_3296-run:v9 Jaco DoorScalableHandle scale 4 0.8248 3296
37	:	1757919740.595	    41.993	0	0	0	0	run_single_attr_job 37 allnodes allnodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_1409-run:v9 Jaco DoorScalableHandle scale 3 1.1789 1409
44	:	1757919742.320	    40.414	0	0	0	0	run_single_attr_job 44 allnodes allnodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_2008-run:v9 Jaco DoorScalableHandle scale 2 1.2856 2008
38	:	1757919740.668	    42.075	0	0	0	0	run_single_attr_job 38 allnodes allnodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_2008-run:v9 Jaco DoorScalableHandle scale 3 1.1789 2008
39	:	1757919741.301	    41.618	0	0	0	0	run_single_attr_job 39 allnodes allnodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_3296-run:v9 Jaco DoorScalableHandle scale 3 1.1789 3296
34	:	1757919739.418	    43.949	0	0	0	0	run_single_attr_job 34 allnodes allnodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_1409-run:v9 Kinova3 DoorScalableHandle scale 4 0.8248 1409
43	:	1757919742.278	    41.141	0	0	0	0	run_single_attr_job 43 allnodes allnodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_1409-run:v9 Jaco DoorScalableHandle scale 2 1.2856 1409
36	:	1757919740.279	    43.885	0	0	0	0	run_single_attr_job 36 allnodes allnodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_3296-run:v9 Kinova3 DoorScalableHandle scale 4 0.8248 3296
45	:	1757919742.893	    41.797	0	0	0	0	run_single_attr_job 45 allnodes allnodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_3296-run:v9 Jaco DoorScalableHandle scale 2 1.2856 3296
35	:	1757919740.109	    44.983	0	0	0	0	run_single_attr_job 35 allnodes allnodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_2008-run:v9 Kinova3 DoorScalableHandle scale 4 0.8248 2008
40	:	1757919741.693	    44.233	0	0	0	0	run_single_attr_job 40 allnodes allnodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_1409-run:v9 Kinova3 DoorScalableHandle scale 3 1.1789 1409
46	:	1757919744.223	    41.848	0	0	0	0	run_single_attr_job 46 allnodes allnodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_1409-run:v9 Kinova3 DoorScalableHandle scale 2 1.2856 1409
41	:	1757919741.745	    45.929	0	0	0	0	run_single_attr_job 41 allnodes allnodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_2008-run:v9 Kinova3 DoorScalableHandle scale 3 1.1789 2008
42	:	1757919741.901	    46.250	0	0	0	0	run_single_attr_job 42 allnodes allnodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_3296-run:v9 Kinova3 DoorScalableHandle scale 3 1.1789 3296
47	:	1757919744.625	    43.575	0	0	0	0	run_single_attr_job 47 allnodes allnodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_2008-run:v9 Kinova3 DoorScalableHandle scale 2 1.2856 2008
48	:	1757919745.699	    43.299	0	0	0	0	run_single_attr_job 48 allnodes allnodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_3296-run:v9 Kinova3 DoorScalableHandle scale 2 1.2856 3296
49	:	1757919779.211	    42.144	0	0	0	0	run_single_attr_job 49 allnodes allnodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_1409-run:v9 Jaco DoorScalableHandle scale 1 1.4606 1409
50	:	1757919782.602	    42.760	0	0	0	0	run_single_attr_job 50 allnodes allnodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_2008-run:v9 Jaco DoorScalableHandle scale 1 1.4606 2008
57	:	1757919784.700	    40.748	0	0	0	0	run_single_attr_job 57 allnodes allnodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_3296-run:v9 Jaco DoorScalableHandle scale 0 0.9996 3296
56	:	1757919784.174	    41.786	0	0	0	0	run_single_attr_job 56 allnodes allnodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_2008-run:v9 Jaco DoorScalableHandle scale 0 0.9996 2008
51	:	1757919782.743	    43.274	0	0	0	0	run_single_attr_job 51 allnodes allnodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_3296-run:v9 Jaco DoorScalableHandle scale 1 1.4606 3296
55	:	1757919783.433	    42.859	0	0	0	0	run_single_attr_job 55 allnodes allnodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_1409-run:v9 Jaco DoorScalableHandle scale 0 0.9996 1409
52	:	1757919782.754	    46.407	0	0	0	0	run_single_attr_job 52 allnodes allnodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_1409-run:v9 Kinova3 DoorScalableHandle scale 1 1.4606 1409
61	:	1757919787.684	    41.487	0	0	0	0	run_single_attr_job 61 allnodes allnodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_1409-run:v9 Jaco DoorScalableHandle scale 10 0.3000 1409
53	:	1757919782.932	    46.379	0	0	0	0	run_single_attr_job 53 allnodes allnodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_2008-run:v9 Kinova3 DoorScalableHandle scale 1 1.4606 2008
54	:	1757919783.377	    45.983	0	0	0	0	run_single_attr_job 54 allnodes allnodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_3296-run:v9 Kinova3 DoorScalableHandle scale 1 1.4606 3296
63	:	1757919788.212	    41.351	0	0	0	0	run_single_attr_job 63 allnodes allnodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_3296-run:v9 Jaco DoorScalableHandle scale 10 0.3000 3296
58	:	1757919785.102	    44.578	0	0	0	0	run_single_attr_job 58 allnodes allnodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_1409-run:v9 Kinova3 DoorScalableHandle scale 0 0.9996 1409
60	:	1757919786.081	    43.958	0	0	0	0	run_single_attr_job 60 allnodes allnodes_seed2 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_3296-run:v9 Kinova3 DoorScalableHandle scale 0 0.9996 3296
62	:	1757919788.162	    42.229	0	0	0	0	run_single_attr_job 62 allnodes allnodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_2008-run:v9 Jaco DoorScalableHandle scale 10 0.3000 2008
59	:	1757919785.968	    44.670	0	0	0	0	run_single_attr_job 59 allnodes allnodes_seed3 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_2008-run:v9 Kinova3 DoorScalableHandle scale 0 0.9996 2008
64	:	1757919789.010	    43.835	0	0	0	0	run_single_attr_job 64 allnodes allnodes_seed1 test_artifacts/Robosuite-v0-MR-ST-MR-MT_ALLNODES4_1409-run:v9 Kinova3 DoorScalableHandle scale 10 0.3000 1409
